address,baths,beds,carparks,extracted_date,land_area,property_type,sold_date,sold_price,state,suburb,zip
3/100-108 Easey St,1,2,1,07-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$616k,VIC,Collingwood,3066
5/122-128 Sackville St,1,1,1,07-03-2020,UNAVAILABLE,Unit,22nd February 2020,$376k,VIC,Collingwood,3066
308/60 Stanley St,1,2,1,07-03-2020,UNAVAILABLE,Unit,22nd February 2020,$590k,VIC,Collingwood,3066
606m/60 Stanley St,1,2,1,07-03-2020,UNAVAILABLE,Unit,26th February 2020,$585k,VIC,Collingwood,3066
17 Moyne Cr,1,3,6,07-03-2020,584m²,House,7th March 2020,$397k,VIC,Coolaroo,3048
12 Hamilton St,2,3,4,07-03-2020,UNAVAILABLE,House,27th February 2020,$780k,VIC,Corinella,3984
174 Bacchus Marsh Rd,1,3,3,07-03-2020,630m²,House,4th March 2020,$350k,VIC,Corio,3214
37 Harpur Rd,1,3,2,07-03-2020,702m²,House,21st February 2020,$396k,VIC,Corio,3214
11 Kerry Ct,1,4,6,07-03-2020,705m²,House,15th February 2020,$410k,VIC,Corio,3214
2/145 Purnell Rd,1,2,4,07-03-2020,300m²,Unit,4th March 2020,$333k,VIC,Corio,3214
59 Purnell Rd,1,3,3,07-03-2020,612m²,House,2nd March 2020,$375k,VIC,Corio,3214
104 Vermont Av,1,3,2,07-03-2020,544m²,House,10th February 2020,$360k,VIC,Corio,3214
82 Cutty Sark Rd,2,5,2,07-03-2020,534m²,House,6th March 2020,$499.995k,VIC,Coronet Bay,3984
6 Lorna Doone Dr,1,2,1,07-03-2020,540m²,House,2nd March 2020,$298k,VIC,Coronet Bay,3984
8 Semaphore St,1,3,1,07-03-2020,524m²,House,2nd March 2020,$360k,VIC,Coronet Bay,3984
5/44 Chapel St,1,2,1,07-03-2020,75m²,Unit,28th February 2020,$255k,VIC,Cowes,3922
23-25 Chillingworth Rd,3,4,3,07-03-2020,"1,600m²",House,28th February 2020,$865k,VIC,Cowes,3922
62 Katherine Cct,2,4,4,07-03-2020,701m²,House,2nd March 2020,$725k,VIC,Cowes,3922
21 Parrakoola Wy,2,5,3,07-03-2020,595m²,House,4th March 2020,$538k,VIC,Cowes,3922
5 Bellfield Dr,2,5,2,07-03-2020,700m²,House,26th February 2020,$655k,VIC,Craigieburn,3064
6 Manningtree Pde,2,4,2,07-03-2020,UNAVAILABLE,House,UNAVAILABLE,$605k,VIC,Craigieburn,3064
12 Faith Rd,2,3,2,07-03-2020,392m²,House,2nd March 2020,$556k,VIC,Craigieburn,3064
57A Medway Rd,1,2,1,07-03-2020,328m²,Villa,26th February 2020,$368k,VIC,Craigieburn,3064
57 Cherryhills Dr,3,6,2,07-03-2020,"1,000m²",House,9th February 2020,$810k,VIC,Cranbourne,3977
11 Coronet Ct,2,4,5,07-03-2020,"2,106m²",House,28th February 2020,$977k,VIC,Cranbourne,3977
33 Flametree Cct,2,5,2,07-03-2020,560m²,House,5th March 2020,$685k,VIC,Cranbourne,3977
23 Fernisky Dr,2,4,2,07-03-2020,590m²,House,29th February 2020,$532.001k,VIC,Cranbourne East,3977
36 Ferrari Dr,2,4,2,07-03-2020,UNAVAILABLE,House,13th February 2020,$560k,VIC,Cranbourne East,3977
67 Burford Wy,2,3,2,07-03-2020,444m²,House,5th March 2020,$592k,VIC,Cranbourne North,3977
8 Marsden Ct,2,3,2,07-03-2020,660m²,House,26th February 2020,$545k,VIC,Cranbourne North,3977
22 Terrence Dr,2,3,2,07-03-2020,545m²,House,5th March 2020,$551k,VIC,Cranbourne North,3977
18 Allemby Dr,2,3,2,07-03-2020,475m²,House,12th February 2020,$540k,VIC,Cranbourne West,3977
67 Breens Rd,2,3,3,07-03-2020,465m²,House,12th February 2020,$540k,VIC,Cranbourne West,3977
2/14 Conferta Ct,2,3,1,07-03-2020,UNAVAILABLE,Unit,17th February 2020,$495k,VIC,Cranbourne West,3977
2 Harvard St,2,3,2,07-03-2020,UNAVAILABLE,House,13th February 2020,$565k,VIC,Cranbourne West,3977
2 Shadi Ct,2,3,2,07-03-2020,613m²,House,12th February 2020,$530k,VIC,Cranbourne West,3977
26 Spearwood Ri,2,4,2,07-03-2020,532m²,House,12th February 2020,$700k,VIC,Cranbourne West,3977
19 Harvey St,1,3,4,07-03-2020,"1,018m²",House,10th February 2020,$420k,VIC,Creswick,3363
13 Hamilton St,2,4,3,07-03-2020,"2,307m²",House,5th March 2020,$902k,VIC,Crib Point,3919
3309 Geelong Rd,2,3,5,07-03-2020,"3,480m²",House,6th March 2020,$250k,VIC,Cross Roads,3373
8 Lionel Cr,1,3,3,07-03-2020,858m²,House,7th March 2020,$744k,VIC,Croydon,3136
4/394 Mt Dandenong Rd,1,3,2,07-03-2020,530m²,Unit,7th March 2020,$782k,VIC,Croydon,3136
29 Bennison St,3,5,4,07-03-2020,527m²,House,28th February 2020,$1.085m,VIC,Croydon,3136
81 Croydon Rd,2,4,2,07-03-2020,853m²,House,28th February 2020,$836.3k,VIC,Croydon,3136
3/162 Dorset Rd,2,3,2,07-03-2020,272m²,Townhouse,3rd March 2020,$701k,VIC,Croydon,3136
5/32 Dorset Rd,1,2,1,07-03-2020,188m²,Unit,15th February 2020,$601k,VIC,Croydon,3136
71/13-15 Hewish Rd,1,2,1,07-03-2020,UNAVAILABLE,Unit,19th February 2020,$343k,VIC,Croydon,3136
31 Kitchener Rd,1,2,2,07-03-2020,"1,209m²",House,28th February 2020,$1.07m,VIC,Croydon,3136
1/19 Sellick Dr,1,3,2,07-03-2020,414m²,House,26th February 2020,$678.5k,VIC,Croydon,3136
56 Sherlock Rd,1,3,2,07-03-2020,451m²,House,29th February 2020,$660k,VIC,Croydon,3136
79 Yarra Rd,3,5,2,07-03-2020,676m²,House,25th February 2020,$1.365m,VIC,Croydon Hills,3136
3 Lemongrove Cr,2,4,1,07-03-2020,660m²,House,26th February 2020,$1.01m,VIC,Croydon Hills,3136
79 Yarra Rd,3,5,2,07-03-2020,676m²,House,25th February 2020,$1.365m,VIC,Croydon Hills,3136
2/15 Holloway Rd,1,2,1,07-03-2020,365m²,Unit,5th March 2020,$560k,VIC,Croydon North,3136
5/8 Karingal St,2,3,2,07-03-2020,182m²,Townhouse,11th February 2020,$660k,VIC,Croydon North,3136
2/5 Kinta Ct,2,3,2,07-03-2020,266m²,Townhouse,17th February 2020,$700k,VIC,Croydon North,3136
15 Mountain Heath Wk,1,3,2,07-03-2020,643m²,House,UNAVAILABLE,Price withheld,VIC,Croydon South,3136
16 Manifold Ct,2,3,2,07-03-2020,434m²,House,28th February 2020,$820k,VIC,Croydon South,3136
14 Valley Ct,1,4,2,07-03-2020,644m²,House,5th March 2020,$730k,VIC,Croydon South,3136
14 Catani La,1,2,1,07-03-2020,261m²,House,3rd March 2020,$460k,VIC,Curlewis,3222
175 Oceania Dr,2,4,3,07-03-2020,641m²,House,3rd March 2020,$890k,VIC,Curlewis,3222
3/9-11 Murtoa St,1,3,1,07-03-2020,UNAVAILABLE,Unit,4th March 2020,$455k,VIC,Dallas,3047
10 Orgill St,1,1,1,07-03-2020,UNAVAILABLE,House,UNAVAILABLE,$700k,VIC,Dandenong,3175
2/3 Aratula St,2,2,1,07-03-2020,UNAVAILABLE,Unit,29th February 2020,$460k,VIC,Dandenong,3175
17/1-3 Herbert St,1,2,1,07-03-2020,UNAVAILABLE,Unit,28th February 2020,$285k,VIC,Dandenong,3175
15 Sarona St,2,3,2,07-03-2020,635m²,House,21st February 2020,$715k,VIC,Dandenong,3175
22 Willum Wy,2,3,1,07-03-2020,UNAVAILABLE,House,15th February 2020,$578k,VIC,Dandenong,3175
5 Tambo Ct,2,3,2,07-03-2020,680m²,House,2nd March 2020,$805k,VIC,Dandenong North,3175
1455 Heatherton Rd,2,3,2,07-03-2020,556m²,House,3rd March 2020,$632k,VIC,Dandenong North,3175
12 Pamir St,1,3,4,07-03-2020,579m²,House,4th March 2020,$640k,VIC,Dandenong North,3175
8 Bushby Ct,2,4,3,07-03-2020,"4,550m²",House,4th March 2020,$620k,VIC,Darley,3340
170 Grey St,2,5,4,07-03-2020,"1,041m²",House,27th February 2020,$650k,VIC,Darley,3340
6 Green Gables Rd,1,3,3,07-03-2020,"2,163m²",House,27th February 2020,$650k,VIC,Daylesford,3460
12 Grenville St,2,4,2,07-03-2020,"1,025m²",House,17th February 2020,$700k,VIC,Daylesford,3460
4/34 May St,3,5,2,07-03-2020,UNAVAILABLE,Townhouse,2nd March 2020,$2.268m,VIC,Deepdene,3103
6 Aycliffe Dr,1,3,6,07-03-2020,UNAVAILABLE,House,3rd March 2020,$530k,VIC,Deer Park,3023
36 Chester Cr,1,1,1,07-03-2020,UNAVAILABLE,House,UNAVAILABLE,$580k,VIC,Deer Park,3023
7 Marcellin Ct,1,3,2,07-03-2020,562m²,House,4th March 2020,$564k,VIC,Deer Park,3023
2 Mankina Cct,2,3,2,07-03-2020,530m²,House,2nd March 2020,$600k,VIC,Delahey,3037
18 Inverness Av,2,3,2,07-03-2020,508m²,House,3rd March 2020,$690k,VIC,Derrimut,3026
86 Bimbimbie Dr,3,4,12,07-03-2020,9995.7353574m²,House,3rd March 2020,$1.25m,VIC,Dewhurst,3808
6/20 Fyffe St,1,2,1,07-03-2020,165m²,Unit,20th February 2020,$550k,VIC,Diamond Creek,3089
429 Ryans Rd,1,2,2,07-03-2020,642m²,House,2nd March 2020,$635k,VIC,Diamond Creek,3089
306/673 La Trobe St,1,1,−,07-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,-1,VIC,Docklands,3008
1901/69-85 South Wharf Dr,1,1,1,07-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,Price withheld,VIC,Docklands,3008
603/838 Bourke St,1,2,−,07-03-2020,UNAVAILABLE,Unit,2nd March 2020,$470k,VIC,Docklands,3008
1204/15 Caravel La,2,2,1,07-03-2020,UNAVAILABLE,Unit,3rd March 2020,$645k,VIC,Docklands,3008
2204s/231 Harbour Esp,3,3,2,07-03-2020,127m²,Unit,5th March 2020,$1.05m,VIC,Docklands,3008
S610/231 Harbour Esp,1,1,−,07-03-2020,UNAVAILABLE,Unit,13th February 2020,$390k,VIC,Docklands,3008
N2002/241 Harbour Esp,1,2,1,07-03-2020,UNAVAILABLE,Unit,2nd March 2020,$479k,VIC,Docklands,3008
1702/8 McCrae St,2,3,1,07-03-2020,UNAVAILABLE,Unit,3rd March 2020,$890k,VIC,Docklands,3008
42 Grange Park Av,1,1,1,07-03-2020,UNAVAILABLE,House,UNAVAILABLE,$1.25m,VIC,Doncaster,3108
6/46 Somerville St,3,4,2,07-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,$1.15m max bid,VIC,Doncaster,3108
310/8 Hepburn Rd,2,3,2,07-03-2020,UNAVAILABLE,Unit,3rd March 2020,$650k,VIC,Doncaster,3108
8/107 Whittens La,1,2,1,07-03-2020,UNAVAILABLE,Unit,3rd March 2020,$471.5k,VIC,Doncaster,3108
1/41 Brindy Cr,1,3,1,07-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,$750k,VIC,Doncaster East,3109
2/41 Brindy Cr,2,3,2,07-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,$920k max bid,VIC,Doncaster East,3109
33 Devon Dr,1,1,1,07-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,$930k,VIC,Doncaster East,3109
1066 Doncaster Rd,1,3,2,07-03-2020,810m²,House,UNAVAILABLE,$1.23m,VIC,Doncaster East,3109
2 Gemini Cl,3,4,2,07-03-2020,736m²,House,7th March 2020,$1.395m,VIC,Doncaster East,3109
1 Jonquil Ct,3,5,2,07-03-2020,776m²,House,7th March 2020,$1.705m,VIC,Doncaster East,3109
4 Margaret St,2,3,2,07-03-2020,270m²,House,UNAVAILABLE,-1,VIC,Doncaster East,3109
46-50 Andersons Creek Rd,3,4,2,07-03-2020,UNAVAILABLE,House,2nd March 2020,$1.455m,VIC,Doncaster East,3109
39 Chippewa Av,2,3,2,07-03-2020,401m²,House,UNAVAILABLE,-1,VIC,Donvale,3111
3/4-6 William St,2,2,1,07-03-2020,UNAVAILABLE,Unit,4th March 2020,$740k,VIC,Donvale,3111
12 Senecio Dr,2,3,2,07-03-2020,UNAVAILABLE,House,7th March 2020,$515.5k,VIC,Doreen,3754
109 Bannons La N,2,4,9,07-03-2020,8.5ha,House,3rd March 2020,$2.4m,VIC,Doreen,3754
11 Domenico St,2,3,2,07-03-2020,447m²,House,4th March 2020,$700k,VIC,Doreen,3754
8 Fleetwood Dr,2,3,2,07-03-2020,548m²,House,29th February 2020,$551k,VIC,Doreen,3754
12 Kyarra Dr,2,4,2,07-03-2020,UNAVAILABLE,House,25th February 2020,$561k,VIC,Doreen,3754
10 Lillian St,2,3,2,07-03-2020,644m²,House,13th February 2020,$620k,VIC,Doreen,3754
68 Vantage Point Bvd,1,1,1,07-03-2020,UNAVAILABLE,House,UNAVAILABLE,$655k,VIC,Doreen,3754
5 Jacinta Ct,1,3,4,07-03-2020,539m²,House,17th February 2020,$550k,VIC,Doveton,3177
4/16 Francis St,2,3,2,07-03-2020,UNAVAILABLE,Unit,27th February 2020,$650k,VIC,Dromana,3936
6 You Yangs Av,3,4,4,07-03-2020,748m²,House,29th February 2020,$725k,VIC,Dromana,3936
39 Kent St,1,3,2,07-03-2020,716m²,House,UNAVAILABLE,$675k,VIC,Dromana,3936
5 Appleporch Wy,2,4,2,07-03-2020,635m²,House,28th February 2020,$445k,VIC,Drouin,3818
20 Foster St,2,3,2,07-03-2020,546m²,House,2nd March 2020,$420k,VIC,Drouin,3818
15 Helen St,1,3,3,07-03-2020,577m²,House,14th February 2020,$383k,VIC,Drouin,3818
9/94 Lampard Rd,1,2,1,07-03-2020,UNAVAILABLE,Unit,6th March 2020,$337k,VIC,Drouin,3818
1A Massimo Ct,2,4,2,07-03-2020,"4,182m²",House,6th March 2020,$770k,VIC,Drouin,3818
10 Mathew Ct,2,3,4,07-03-2020,670m²,House,6th March 2020,$550k,VIC,Drouin,3818
10 McClure St,2,4,2,07-03-2020,685m²,House,28th February 2020,$420k,VIC,Drouin,3818
8 Namel Ct,2,4,3,07-03-2020,584m²,House,3rd March 2020,$497.5k,VIC,Drouin,3818
2/4 Norman Rd,2,3,2,07-03-2020,UNAVAILABLE,Unit,2nd March 2020,$382k,VIC,Drouin,3818
244 Princes Wy,2,3,2,07-03-2020,687m²,House,29th February 2020,$440k,VIC,Drouin,3818
11 Ramsden St,1,3,−,07-03-2020,835m²,House,28th February 2020,$307k,VIC,Drouin,3818
5 Williamson St,1,3,2,07-03-2020,612m²,House,UNAVAILABLE,$280k max bid,VIC,Drouin,3818
3 Beverley St,1,3,1,07-03-2020,975m²,House,6th March 2020,$385k,VIC,Drouin East,3818
28 Wattletree Rd,1,3,2,07-03-2020,949m²,House,19th February 2020,$1.52m,VIC,Drumcondra,3215
6 Newcombe St,2,4,4,07-03-2020,"1,908m²",House,23rd February 2020,$1.035m,VIC,Drysdale,3222
37 Miller St,2,4,2,07-03-2020,"1,185m²",House,4th March 2020,$410k,VIC,Dumbalk,3956
37 Boyd Ct,2,3,6,07-03-2020,"8,214m²",House,3rd March 2020,$558k,VIC,Eagle Point,3878
354 Howard St,2,3,2,07-03-2020,UNAVAILABLE,House,20th February 2020,$355k,VIC,Eaglehawk,3556
6 Panton St,1,1,1,07-03-2020,490m²,House,10th February 2020,$180k,VIC,Eaglehawk,3556
69 Glenard Dr,2,4,2,07-03-2020,969m²,House,3rd March 2020,$1.6m,VIC,Eaglemont,3084
5 Hyde St,1,2,−,07-03-2020,557m²,House,5th March 2020,$250k,VIC,East Bendigo,3550
5 Connor St,3,3,3,07-03-2020,430m²,House,UNAVAILABLE,$896k,VIC,East Geelong,3219
20 Boyle St,3,4,2,07-03-2020,760m²,House,10th February 2020,$285k,VIC,Echuca,3564
12 Cypress St,2,3,−,07-03-2020,UNAVAILABLE,House,26th February 2020,$300k,VIC,Echuca,3564
6 McKinlay St,1,3,2,07-03-2020,670m²,House,4th March 2020,$310k,VIC,Echuca,3564
48a Mitchell St,1,3,2,07-03-2020,429m²,House,4th March 2020,$268k,VIC,Echuca,3564
22 Rutley Cr,1,3,2,07-03-2020,690m²,House,5th March 2020,$335.5k,VIC,Echuca,3564
1/5 Fraser Av,1,2,1,07-03-2020,UNAVAILABLE,Unit,28th February 2020,$415k,VIC,Edithvale,3196
1/38 Lochiel Av,1,3,2,07-03-2020,UNAVAILABLE,House,27th February 2020,$717k,VIC,Edithvale,3196
2/318 Nepean Hwy,1,2,1,07-03-2020,UNAVAILABLE,Unit,18th February 2020,$637k,VIC,Edithvale,3196
2/38 Vincent St,2,2,1,07-03-2020,UNAVAILABLE,Townhouse,19th February 2020,$700k,VIC,Edithvale,3196
120 Cemetery Rd,1,3,4,07-03-2020,5.18ha,House,21st February 2020,$595k,VIC,Elphinstone,3448
104/28 Riddell Pde,1,1,1,07-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$460k max bid,VIC,Elsternwick,3185
6/2 Victoria St,1,2,2,07-03-2020,UNAVAILABLE,Unit,29th February 2020,$720k,VIC,Elsternwick,3185
3/41 Arthur St,1,2,1,07-03-2020,UNAVAILABLE,Unit,28th February 2020,$612k,VIC,Eltham,3095
3/13 Bible St,2,3,2,07-03-2020,380m²,Unit,20th February 2020,$760k,VIC,Eltham,3095
271 Bolton St,2,4,2,07-03-2020,"1,393m²",House,12th February 2020,$1.325m,VIC,Eltham,3095
12 Booth Ct,2,4,2,07-03-2020,908m²,House,4th March 2020,$860k,VIC,Eltham,3095
3/15 Coleman Cr,2,3,2,07-03-2020,286m²,Unit,12th February 2020,$650k,VIC,Eltham,3095
52 Leane Dr,2,3,4,07-03-2020,"1,000m²",House,UNAVAILABLE,$905k,VIC,Eltham,3095
27 Piper Cr,2,5,2,07-03-2020,990m²,House,27th February 2020,$1.3m,VIC,Eltham,3095
18 The Eyrie ,2,4,2,07-03-2020,821m²,House,24th February 2020,$900k,VIC,Eltham,3095
94 Zig Zag Rd,2,3,4,07-03-2020,"1,600m²",House,27th February 2020,$1.32m,VIC,Eltham,3095
115 Ryans Rd,3,4,3,07-03-2020,"2,299m²",House,3rd March 2020,$1.63m,VIC,Eltham North,3095
11/1A Hartpury Av,2,2,1,07-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,Price withheld,VIC,Elwood,3184
11 Carramar Ct,3,4,2,07-03-2020,903m²,House,12th February 2020,$650k,VIC,Emerald,3782
23 Eildon Rd,2,3,2,07-03-2020,675m²,House,28th February 2020,$660k,VIC,Endeavour Hills,3802
5A Mossvale Cl,2,3,2,07-03-2020,UNAVAILABLE,House,25th February 2020,$575k,VIC,Endeavour Hills,3802
106/90 Epping Rd,2,3,2,07-03-2020,UNAVAILABLE,Unit,4th March 2020,$365k,VIC,Epping,3076
12 Fetlock Pl,2,4,4,07-03-2020,544m²,House,25th February 2020,$657.5k,VIC,Epping,3076
23 Howard St,1,4,2,07-03-2020,"2,827m²",House,28th February 2020,$445k,VIC,Epsom,3551
10/23 Daisy St,1,2,1,07-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$471k,VIC,Essendon,3040
3/1 Flower St,2,3,2,07-03-2020,192m²,Townhouse,7th March 2020,$980k,VIC,Essendon,3040
201/973 Mt Alexander Rd,1,2,1,07-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,-1,VIC,Essendon,3040
1/306 Pascoe Vale Rd,1,3,2,07-03-2020,UNAVAILABLE,Unit,6th March 2020,$793k,VIC,Essendon,3040
109/40 Collins St,2,2,1,07-03-2020,UNAVAILABLE,Unit,23rd February 2020,$480k,VIC,Essendon,3040
24 Robb St,2,5,10,07-03-2020,766m²,House,28th February 2020,$2.04m,VIC,Essendon,3040
4/11 Duffy St,2,3,2,07-03-2020,UNAVAILABLE,Townhouse,25th February 2020,$980k,VIC,Essendon North,3041
7/50 Doveton Av,1,3,2,07-03-2020,UNAVAILABLE,Unit,2nd March 2020,$375k,VIC,Eumemmerring,3177
215 Rodier St,1,3,2,07-03-2020,536m²,House,5th March 2020,$310k,VIC,Eureka,3350
53 Percy St,1,3,2,07-03-2020,UNAVAILABLE,House,UNAVAILABLE,Price withheld,VIC,Fawkner,3060
9 Wilson St,1,3,2,07-03-2020,650m²,House,UNAVAILABLE,$745k,VIC,Fawkner,3060
10 Shirley St,1,3,2,07-03-2020,734m²,House,26th February 2020,$840k,VIC,Fawkner,3060
114 William St,2,4,4,07-03-2020,600m²,House,3rd March 2020,$750k,VIC,Fawkner,3060
4/1131 Burwood Hwy,2,3,2,07-03-2020,163m²,Unit,3rd March 2020,$632k,VIC,Ferntree Gully,3156
1/11 Flower St,1,3,1,07-03-2020,UNAVAILABLE,Unit,22nd February 2020,$705k,VIC,Ferntree Gully,3156
1/38 Francis Cr,1,2,1,07-03-2020,217m²,Unit,6th March 2020,$518.5k,VIC,Ferntree Gully,3156
13 George St,2,4,1,07-03-2020,UNAVAILABLE,House,3rd March 2020,$958k,VIC,Ferntree Gully,3156
83 Hancock Dr,2,4,2,07-03-2020,758m²,House,1st March 2020,$915k,VIC,Ferntree Gully,3156
36/682 Nicholson St,1,2,1,07-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$845k,VIC,Fitzroy North,3068
206/142-146 Queens Pde,2,2,1,07-03-2020,UNAVAILABLE,Unit,3rd March 2020,$675k,VIC,Fitzroy North,3068
220 Scotchmer St,1,3,−,07-03-2020,UNAVAILABLE,House,7th March 2019,$1.722m,VIC,Fitzroy North,3068
11 Carolin St,1,3,2,07-03-2020,770m²,House,19th February 2020,$402k,VIC,Flora Hill,3550
4/22 Somerville St,1,2,1,07-03-2020,UNAVAILABLE,Unit,3rd March 2020,$195k,VIC,Flora Hill,3550
5/22 Somerville St,1,2,1,07-03-2020,UNAVAILABLE,Unit,3rd March 2020,$190k,VIC,Flora Hill,3550
16 Riverside Cr,1,2,1,07-03-2020,"1,266m²",House,4th March 2020,$238k,VIC,Flowerdale,3658
710/250 Barkly St,1,2,1,07-03-2020,UNAVAILABLE,Unit,26th February 2020,$500k,VIC,Footscray,3011
606/1 Moreland St,2,3,2,07-03-2020,UNAVAILABLE,Unit,11th February 2020,$725k,VIC,Footscray,3011
5 Newell St,1,4,−,07-03-2020,UNAVAILABLE,House,19th February 2020,$1.236m,VIC,Footscray,3011
11A Tower Av,2,3,2,07-03-2020,UNAVAILABLE,House,UNAVAILABLE,$640k,VIC,Frankston,3199
9 Chatterley Ct,2,3,2,07-03-2020,603m²,House,28th February 2020,$622.5k,VIC,Frankston,3199
22 Coogee Av,2,3,2,07-03-2020,774m²,House,25th February 2020,$855k,VIC,Frankston,3199
1/33-35 Cranbourne Rd,1,2,1,07-03-2020,UNAVAILABLE,Unit,2nd March 2020,$412k,VIC,Frankston,3199
1/5 Deane St,1,2,1,07-03-2020,205m²,Unit,26th February 2020,$415.5k,VIC,Frankston,3199
12 Ellesmere Ct,2,3,2,07-03-2020,653m²,House,19th February 2020,$650k,VIC,Frankston,3199
20/1 Foot St,1,2,1,07-03-2020,UNAVAILABLE,Unit,2nd March 2020,$430k,VIC,Frankston,3199
2 Furneaux Ct,2,4,2,07-03-2020,656m²,House,2nd March 2020,$675k,VIC,Frankston,3199
28 Havana Cr,1,3,1,07-03-2020,UNAVAILABLE,House,27th February 2020,$520k,VIC,Frankston,3199
46 Hillcrest Rd,2,4,2,07-03-2020,"1,059m²",House,28th February 2020,$789k,VIC,Frankston,3199
20 Manorwoods Dr,2,4,2,07-03-2020,780m²,House,24th February 2020,$820k,VIC,Frankston,3199
8 Navarre St,2,3,3,07-03-2020,646m²,House,20th February 2020,$692.5k,VIC,Frankston,3199
5 Nesbit Ct,1,3,2,07-03-2020,580m²,House,12th February 2020,$526k,VIC,Frankston,3199
14 Queen St,1,2,4,07-03-2020,615m²,House,12th February 2020,$581k,VIC,Frankston,3199
11 Wave St,2,4,3,07-03-2020,UNAVAILABLE,House,24th February 2020,$580k,VIC,Frankston,3199
4 Minimbah Ct,3,6,2,07-03-2020,"2,687m²",House,UNAVAILABLE,$1.025m max bid,VIC,Frankston South,3199
40 Casuarina Dr,2,3,3,07-03-2020,689m²,House,20th February 2020,$825k,VIC,Frankston South,3199
5/53 Culcairn Dr,1,2,1,07-03-2020,163m²,Unit,20th February 2020,$556.2k,VIC,Frankston South,3199
5A Merilyn Wy,3,5,2,07-03-2020,"2,684m²",House,28th February 2020,$2.35m,VIC,Frankston South,3199
1 Lairds Ri,2,4,2,07-03-2020,993m²,House,4th March 2020,$600k,VIC,Garfield,3814
14 Addis St,1,3,2,07-03-2020,715m²,House,4th March 2020,$780k,VIC,Geelong West,3218
3/125 Church St,1,2,2,07-03-2020,UNAVAILABLE,Unit,23rd February 2020,$330k,VIC,Geelong West,3218
35 Gertrude St,1,3,1,07-03-2020,UNAVAILABLE,House,21st February 2020,$685k,VIC,Geelong West,3218
6-8 Timms La,3,3,2,07-03-2020,UNAVAILABLE,House,21st February 2020,$900k,VIC,Geelong West,3218
90a Station Rd,1,3,2,07-03-2020,UNAVAILABLE,House,UNAVAILABLE,$475k,VIC,Gisborne,3437
5 Banksia Gr,2,3,2,07-03-2020,876m²,House,UNAVAILABLE,$665k,VIC,Gisborne,3437
47B Coop Dr,2,4,2,07-03-2020,735m²,House,5th March 2020,$635k,VIC,Gisborne,3437
10 Eagle Rdg,2,4,2,07-03-2020,UNAVAILABLE,House,4th March 2020,$735k,VIC,Gisborne,3437
1 Gardiner St,2,3,2,07-03-2020,"1,000m²",House,20th February 2020,$605k,VIC,Gisborne,3437
10A Ormerod Ct,1,1,1,07-03-2020,UNAVAILABLE,House,UNAVAILABLE,$600k,VIC,Gisborne,3437
118 Peters Rd,2,3,4,07-03-2020,4.05ha,House,5th March 2020,$925k,VIC,Gisborne,3437
90b Station Rd,2,3,2,07-03-2020,UNAVAILABLE,House,12th February 2020,$645k,VIC,Gisborne,3437
6 Worcester Rd,2,4,5,07-03-2020,"1,174m²",House,2nd March 2020,$757k,VIC,Gisborne,3437
4 Ramsey Cl,1,3,2,07-03-2020,547m²,House,UNAVAILABLE,$680k,VIC,Gladstone Park,3043
17/16 South Circular Rd,1,1,−,07-03-2020,UNAVAILABLE,Unit,5th March 2020,$300k,VIC,Gladstone Park,3043
101/1094 Glen Huntly Rd,1,1,1,07-03-2020,UNAVAILABLE,Unit,2nd March 2020,$496k,VIC,Glen Huntly,3163
3/13 Lomond St,1,2,1,07-03-2020,UNAVAILABLE,Unit,5th March 2020,$690k,VIC,Glen Iris,3146
5/33 Osborne Av,1,2,1,07-03-2020,UNAVAILABLE,Unit,29th February 2020,$670k,VIC,Glen Iris,3146
15/2-4 Blair Rd,1,2,2,07-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,-1,VIC,Glen Waverley,3150
1/2 Bridget St,2,4,2,07-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,-1,VIC,Glen Waverley,3150
58 Cambridge Dr,2,4,2,07-03-2020,653m²,House,UNAVAILABLE,-1,VIC,Glen Waverley,3150
52 Camelot Dr,2,4,2,07-03-2020,655m²,House,UNAVAILABLE,$1.5m max bid,VIC,Glen Waverley,3150
11b Coomleigh Av,2,4,2,07-03-2020,389m²,Unit,5th March 2020,Price withheld,VIC,Glen Waverley,3150
3/7 Hampton Ct,3,4,2,07-03-2020,UNAVAILABLE,Townhouse,7th March 2020,$1.01m max bid,VIC,Glen Waverley,3150
3 Heath St,1,1,1,07-03-2020,UNAVAILABLE,House,UNAVAILABLE,-1,VIC,Glen Waverley,3150
841 Waverley Rd,2,4,2,07-03-2020,654m²,House,21st February 2020,$1.21m,VIC,Glen Waverley,3150
